"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-MMU-2559582","Senescence-Associated Secretory Phenotype (SASP)","29/1540","100/8772",0.00312266001809667,0.0311356489183037,0.025881218954281,"Hist1h2an/Ube2c/H2ac4/Cdk2/H2ac10/Fzr1/H2bc4/H2afx/H3c3/Ccna2/H2bc3/Anapc16/H2ac11/H3c8/H2bc21/H2ac20/Anapc5/H2bc12/Rps27a/H4c12/H3c11/H2bc14/Cdkn1b/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8",29
"R-MMU-5358508","Mismatch Repair","7/1540","13/8772",0.0032446129445768,0.0320405528276959,0.0266334119236011,"Rpa1/Lig1/Pold1/Exo1/Rpa3/Pold2/Msh2",7
"R-MMU-8953897","Cellular responses to external stimuli","98/1540","433/8772",0.00338018538815461,0.0325679210095242,0.0270717818261919,"Fnip1/Tubb6/Flcn/Txn1/Hist1h2an/Ube2c/Fnip2/Mapk11/Map2k6/Lmnb1/Kdm6b/Ndc1/H2ac4/Rnf2/Tuba1a/Cdk2/Atp6v1d/H2ac10/Fzr1/H2bc4/H2afx/Ccne2/Rpa1/Nup37/Rragd/Trp53/Atp6v1g1/Nup188/Nup93/Gpx8/Nup107/Txnrd1/H1f5/Sod2/Rragc/Actr1a/H3c3/Atp6v0d2/Cybb/Gpx3/Nup155/Rpa3/Ccna2/Phc3/Tubb4b/Tuba1c/H2bc3/Hsbp1/Gpx1/Psmd3/Sod3/Anapc16/Hmga2/H2ac11/Aaas/Hspa5/Hmga1b/H3c8/Tpr/Nup43/H2bc21/H2ac20/Fos/Ccne1/Anapc5/Cited2/H2bc12/Rps27a/Mt2/H4c12/Tubb2a/Ezh2/Egln3/Epas1/H3c11/Nup133/Tuba1b/H2bc14/Nup160/Cdkn1b/Hspa1a/H1f2/H2afz/H4c1/H2bc7/H2bc13/Sesn1/Eloc/Dnaja4/Bag2/Sirt1/Rragb/H4f16/H4c8/Tcirg1/Acd/Fkbp5/Psmd4",98
"R-MMU-427413","NoRC negatively regulates rRNA expression","21/1540","66/8772",0.00338463868585969,0.0325679210095242,0.0270717818261919,"Hist1h2an/H2ac4/H2ac10/H2bc4/H2afx/H3c3/H2bc3/H2ac11/H3c8/H2bc21/H2ac20/H2bc12/H4c12/H3c11/H2bc14/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8",21
"R-MMU-437239","Recycling pathway of L1","13/1540","34/8772",0.00342486413732094,0.0325679210095242,0.0270717818261919,"Tubb6/Tuba1a/Kif4/Ezr/Tubb4b/Tuba1c/Actg1/Src/Tubb2a/Tuba1b/Numb/Ap2s1/Dpysl2",13
"R-MMU-6783310","Fanconi Anemia Pathway","13/1540","34/8772",0.00342486413732094,0.0325679210095242,0.0270717818261919,"Eme1/Fancd2/Rpa1/Usp1/Fanci/Rpa3/Ube2t/Fanca/Fancg/Faap24/Fancb/Rps27a/Fancm",13
"R-MMU-110313","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template","14/1540","38/8772",0.00361036237567393,0.034016900548781,0.0282762326090928,"Pclaf/Polh/Rpa1/Pole/Rfc4/Rev3l/Pold1/Pole2/Rpa3/Rfc5/Pold2/Rfc3/Rps27a/Pole4",14
"R-MMU-2559580","Oxidative Stress Induced Senescence","31/1540","110/8772",0.00371405735337261,0.034675790017397,0.0288239283596669,"Txn1/Hist1h2an/Mapk11/Map2k6/Kdm6b/H2ac4/Rnf2/H2ac10/H2bc4/H2afx/Trp53/H3c3/Phc3/H2bc3/H2ac11/H3c8/H2bc21/H2ac20/Fos/H2bc12/Rps27a/H4c12/Ezh2/H3c11/H2bc14/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8",31
"R-MMU-216083","Integrin cell surface interactions","22/1540","71/8772",0.00394586158536676,0.0361821415015327,0.0300760690388388,"Itga5/Fn1/Col1a2/Icam2/Col1a1/Spp1/Col6a1/Fbn1/Tnc/Itgax/Itga8/Itgb7/Itga6/Col8a1/Hspg2/Col5a2/Bsg/Cd44/Ibsp/Pecam1/Itgav/Col5a1",22
"R-MMU-73929","Base-Excision Repair, AP Site Formation","22/1540","71/8772",0.00394586158536676,0.0361821415015327,0.0300760690388388,"Hist1h2an/H2ac4/H2ac10/H2bc4/H2afx/Neil3/H2bc3/H2ac11/H3c8/H2bc21/H2ac20/H2bc12/H4c12/H3c11/H2bc14/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8/Acd",22
"R-MMU-5683826","Surfactant metabolism","9/1540","20/8772",0.00405535331937464,0.0368570606990952,0.0306370893527046,"Csf2ra/Napsa/P2ry2/Ckap4/Ctsh/Zdhhc2/Adgrf5/Csf2rb/Abca3",9
"R-MMU-73728","RNA Polymerase I Promoter Opening","21/1540","67/8772",0.00413171688656584,0.0372216951096765,0.0309401883195281,"Hist1h2an/H2ac4/H2ac10/H2bc4/H2afx/H3c3/H2bc3/H2ac11/H3c8/H2bc21/H2ac20/H2bc12/H4c12/H3c11/H2bc14/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8",21
"R-MMU-2262752","Cellular responses to stress","97/1540","431/8772",0.00421091875200263,0.0376053352896235,0.0312590856555985,"Fnip1/Tubb6/Flcn/Txn1/Hist1h2an/Ube2c/Fnip2/Mapk11/Map2k6/Lmnb1/Kdm6b/Ndc1/H2ac4/Rnf2/Tuba1a/Cdk2/Atp6v1d/H2ac10/Fzr1/H2bc4/H2afx/Ccne2/Rpa1/Nup37/Rragd/Trp53/Atp6v1g1/Nup188/Nup93/Gpx8/Nup107/Txnrd1/H1f5/Sod2/Rragc/Actr1a/H3c3/Atp6v0d2/Cybb/Gpx3/Nup155/Rpa3/Ccna2/Phc3/Tubb4b/Tuba1c/H2bc3/Hsbp1/Gpx1/Psmd3/Sod3/Anapc16/Hmga2/H2ac11/Aaas/Hspa5/Hmga1b/H3c8/Tpr/Nup43/H2bc21/H2ac20/Fos/Ccne1/Anapc5/Cited2/H2bc12/Rps27a/H4c12/Tubb2a/Ezh2/Egln3/Epas1/H3c11/Nup133/Tuba1b/H2bc14/Nup160/Cdkn1b/Hspa1a/H1f2/H2afz/H4c1/H2bc7/H2bc13/Sesn1/Eloc/Dnaja4/Bag2/Sirt1/Rragb/H4f16/H4c8/Tcirg1/Acd/Fkbp5/Psmd4",97
"R-MMU-3000171","Non-integrin membrane-ECM interactions","14/1540","39/8772",0.00473876660875098,0.0412433331117564,0.0342831375530513,"Fn1/Col1a2/Ddr2/Sdc2/Col1a1/Sdc1/Itga6/Hspg2/Col5a2/Prkca/Pdgfa/Pdgfb/Itgav/Col5a1",14
"R-MMU-5689901","Metalloprotease DUBs","14/1540","39/8772",0.00473876660875098,0.0412433331117564,0.0342831375530513,"H2aw/Hist1h2an/H2ac4/H2ac21/H2ac10/Bard1/Mysm1/H2ac11/Babam2/H2ac20/H2ac1/Brca1/Rps27a/Nlrp3",14
"R-MMU-5696400","Dual Incision in GG-NER","14/1540","39/8772",0.00473876660875098,0.0412433331117564,0.0342831375530513,"Rpa1/Pole/Xpa/Rfc4/Pold1/Pole2/Rpa3/Rfc5/Pold2/Ddb1/Rfc3/Rps27a/Gtf2h3/Pole4",14
"R-MMU-70326","Glucose metabolism","24/1540","81/8772",0.0050712549724861,0.0437662088801951,0.0363802546013819,"Pfkp/Ndc1/Slc25a12/Nup37/Nup188/Nup93/Nup107/Mdh2/Pkm/Slc25a13/Nup155/Got2/Aaas/Pck2/Tpr/Pfkfb3/Nup43/Pgk1/Gnpda1/Nup133/Nup160/Pfkfb1/Aldoc/Pgam1",24
"R-MMU-400685","Sema4D in semaphorin signaling","7/1540","14/8772",0.00551398741536551,0.0471905422965032,0.0392266999461529,"Rhoc/Rock1/Rac1/Rnd1/Sema4d/Arhgef11/Arhgef12",7
"R-MMU-2565942","Regulation of PLK1 Activity at G2/M Transition","25/1540","86/8772",0.00562435640579867,0.0477373060227705,0.0396811922148997,"Cdk1/Ccnb1/Tubg1/Tuba1a/Haus5/Akap9/Plk1/Ppp2r1a/Aurka/Cep76/Actr1a/Ccnb2/Tubb4b/Cep290/Nek2/Bora/Plk4/Haus4/Rps27a/Tubb5/Cep72/Cep192/Haus6/Nde1/Haus7",25
"R-MMU-416572","Sema4D induced cell migration and growth-cone collapse","6/1540","11/8772",0.00599267767283382,0.0497459717914305,0.0413508769772461,"Rhoc/Rock1/Rnd1/Sema4d/Arhgef11/Arhgef12",6
"R-MMU-430116","GP1b-IX-V activation signalling","6/1540","11/8772",0.00599267767283382,0.0497459717914305,0.0413508769772461,"Flna/Col1a2/Col1a1/Src/Pik3r1/Gp9",6
"R-MMU-425410","Metal ion SLC transporters","9/1540","21/8772",0.00600632960286016,0.0497459717914305,0.0413508769772461,"Slc39a14/Slc39a1/Slc11a2/Slc41a1/Slc30a1/Slc30a6/Slc39a6/Slc41a2/Slc39a8",9
